#,time(s),count A,count B,count C,count D
1,0.005,2,91,,
2,0.01,1,90,,
3,0.015,1,88,,
4,0.02,0,87,,
5,0.025,0,86,,
6,0.03,0,84,,
7,0.035,0,83,,
8,0.04,0,81,,
9,0.045,-1,80,,
10,0.05,-1,78,,
11,0.055,-2,76,,
12,0.06,-2,74,,
13,0.065,-2,72,,
14,0.07,-2,70,,
15,0.075,-2,68,,
16,0.08,-3,66,,
17,0.085,-3,64,,
18,0.09,-3,62,,
19,0.095,-4,59,,
20,0.1,-4,57,,
21,0.105,-4,54,,
22,0.11,-4,52,,
23,0.115,-4,49,,
24,0.12,-5,46,,
25,0.125,-5,44,,
26,0.13,-5,41,,
27,0.135,-6,38,,
28,0.14,-6,36,,
29,0.145,-6,33,,
30,0.15,-6,30,,
31,0.155,-6,27,,
32,0.16,-6,24,,
33,0.165,-6,21,,
34,0.17,-6,18,,
35,0.175,-7,15,,
36,0.18,-7,12,,
37,0.185,-7,9,,
38,0.19,-7,6,,
39,0.195,-7,3,,
40,0.2,-7,0,,
41,0.205,-8,-3,,
42,0.21,-8,-6,,
43,0.215,-8,-9,,
44,0.22,-8,-12,,
45,0.225,-8,-15,,
46,0.23,-8,-18,,
47,0.235,-8,-21,,
48,0.24,-8,-24,,
49,0.245,-8,-26,,
50,0.25,-8,-30,,
51,0.255,-8,-32,,
52,0.26,-8,-35,,
53,0.265,-8,-38,,
54,0.27,-8,-40,,
55,0.275,-8,-43,,
56,0.28,-8,-46,,
57,0.285,-8,-48,,
58,0.29,-8,-51,,
59,0.295,-8,-54,,
60,0.3,-8,-56,,
61,0.305,-7,-59,,
62,0.31,-7,-61,,
63,0.315,-7,-63,,
64,0.32,-7,-66,,
65,0.325,-7,-68,,
66,0.33,-7,-70,,
67,0.335,-6,-72,,
68,0.34,-6,-74,,
69,0.345,-6,-76,,
70,0.35,-6,-78,,
71,0.355,-6,-79,,
72,0.36,-6,-81,,
73,0.365,-6,-82,,
74,0.37,-6,-84,,
75,0.375,-5,-86,,
76,0.38,-5,-87,,
77,0.385,-5,-88,,
78,0.39,-4,-89,,
79,0.395,-4,-90,,
80,0.4,-4,-91,,
81,0.405,-4,-92,,
