#,time(s),count A,count B,count C,count D
1,0.005,-8,-5,,
2,0.01,-8,-5,,
3,0.015,-8,-5,,
4,0.02,-8,-5,,
5,0.025,-8,-5,,
6,0.03,-8,-5,,
7,0.035,-8,-5,,
8,0.04,-8,-5,,
9,0.045,-8,-5,,
10,0.05,-8,-5,,
11,0.055,-8,-5,,
12,0.06,-8,-5,,
13,0.065,-8,-5,,
14,0.07,-8,-5,,
15,0.075,-8,-5,,
16,0.08,-8,-5,,
17,0.085,-8,-5,,
18,0.09,-8,-5,,
19,0.095,-8,-5,,
20,0.1,-8,-5,,
21,0.105,-8,-5,,
22,0.11,-8,-5,,
23,0.115,-8,-5,,
24,0.12,-8,-5,,
25,0.125,-8,-5,,
26,0.13,-8,-5,,
27,0.135,-8,-5,,
28,0.14,-8,-5,,
29,0.145,-8,-5,,
30,0.15,-8,-5,,
31,0.155,-8,-5,,
32,0.16,-7,-5,,
33,0.165,-7,-5,,
34,0.17,-7,-5,,
35,0.175,-7,-5,,
36,0.18,-7,-5,,
37,0.185,-7,-5,,
38,0.19,-7,-4,,
39,0.195,-7,-4,,
40,0.2,-7,-4,,
41,0.205,-7,-4,,
42,0.21,-7,-4,,
43,0.215,-7,-4,,
44,0.22,-7,-4,,
45,0.225,-7,-4,,
46,0.23,-7,-4,,
47,0.235,-7,-4,,
48,0.24,-7,-4,,
49,0.245,-7,-4,,
50,0.25,-7,-4,,
51,0.255,-7,-4,,
52,0.26,-7,-4,,
53,0.265,-7,-4,,
54,0.27,-7,-4,,
55,0.275,-7,-4,,
56,0.28,-7,-4,,
57,0.285,-6,-4,,
58,0.29,-6,-4,,
59,0.295,-6,-4,,
60,0.3,-6,-4,,
61,0.305,-6,-4,,
62,0.31,-6,-4,,
63,0.315,-6,-4,,
64,0.32,-6,-4,,
65,0.325,-6,-4,,
66,0.33,-6,-4,,
67,0.335,-6,-4,,
68,0.34,-6,-4,,
69,0.345,-6,-4,,
70,0.35,-6,-4,,
71,0.355,-6,-4,,
72,0.36,-6,-4,,
73,0.365,-6,-4,,
74,0.37,-6,-4,,
75,0.375,-6,-3,,
76,0.38,-6,-3,,
77,0.385,-6,-3,,
78,0.39,-6,-3,,
79,0.395,-6,-3,,
80,0.4,-6,-3,,
81,0.405,-6,-3,,
82,0.41,-6,-3,,
83,0.415,-6,-3,,
84,0.42,-6,-3,,
85,0.425,-6,-3,,
86,0.43,-6,-3,,
87,0.435,-6,-3,,
88,0.44,-6,-3,,
89,0.445,-5,-3,,
90,0.45,-5,-3,,
91,0.455,-5,-3,,
92,0.46,-5,-3,,
93,0.465,-5,-3,,
94,0.47,-5,-3,,
95,0.475,-5,-2,,
96,0.48,-5,-2,,
97,0.485,-5,-2,,
98,0.49,-5,-2,,
99,0.495,-5,-2,,
100,0.5,-5,-2,,
101,0.505,-5,-2,,
102,0.51,-5,-2,,
103,0.515,-4,-2,,
104,0.52,-4,-2,,
105,0.525,-4,-2,,
106,0.53,-4,-2,,
107,0.535,-4,-2,,
108,0.54,-4,-2,,
109,0.545,-4,-2,,
110,0.55,-4,-2,,
111,0.555,-4,-2,,
112,0.56,-4,-2,,
113,0.565,-4,-2,,
114,0.57,-4,-2,,
115,0.575,-4,-2,,
116,0.58,-4,-2,,
117,0.585,-4,-2,,
118,0.59,-4,-2,,
119,0.595,-4,-2,,
120,0.6,-4,-2,,
121,0.605,-4,-2,,
122,0.61,-4,-2,,
123,0.615,-4,-2,,
124,0.62,-4,-2,,
125,0.625,-4,-2,,
126,0.63,-4,-2,,
127,0.635,-3,-2,,
128,0.64,-3,-2,,
129,0.645,-3,-2,,
130,0.65,-3,-2,,
131,0.655,-3,-2,,
132,0.66,-3,-2,,
133,0.665,-3,-1,,
134,0.67,-3,-1,,
135,0.675,-3,-1,,
136,0.68,-3,-1,,
137,0.685,-3,-1,,
138,0.69,-2,-1,,
139,0.695,-2,-1,,
140,0.7,-2,-1,,
141,0.705,-2,-1,,
142,0.71,-2,-1,,
143,0.715,-2,-1,,
144,0.72,-2,-1,,
145,0.725,-2,-1,,
146,0.73,-2,-1,,
147,0.735,-2,-1,,
148,0.74,-2,-1,,
149,0.745,-2,-1,,
150,0.75,-2,-1,,
151,0.755,-2,-1,,
152,0.76,-2,-1,,
153,0.765,-2,-1,,
154,0.77,-2,-1,,
155,0.775,-2,-1,,
156,0.78,-2,-1,,
157,0.785,-2,-1,,
158,0.79,-1,-1,,
159,0.795,-1,-1,,
160,0.8,-1,-1,,
161,0.805,-1,-1,,
162,0.81,-1,0,,
163,0.815,-1,0,,
164,0.82,-1,0,,
165,0.825,-1,0,,
166,0.83,-1,0,,
167,0.835,-1,0,,
168,0.84,0,0,,
169,0.845,0,0,,
170,0.85,0,0,,
171,0.855,0,0,,
172,0.86,0,0,,
173,0.865,0,0,,
174,0.87,0,0,,
175,0.875,0,0,,
176,0.88,0,0,,
177,0.885,0,0,,
178,0.89,0,0,,
179,0.895,0,0,,
180,0.9,0,0,,
181,0.905,0,0,,
182,0.91,0,0,,
183,0.915,0,0,,
184,0.92,0,0,,
185,0.925,0,0,,
186,0.93,0,0,,
187,0.935,1,0,,
188,0.94,1,0,,
189,0.945,1,0,,
190,0.95,1,0,,
191,0.955,1,0,,
192,0.96,1,0,,
193,0.965,1,0,,
194,0.97,1,0,,
195,0.975,1,0,,
196,0.98,2,0,,
197,0.985,2,0,,
198,0.99,2,0,,
199,0.995,2,0,,
200,1,2,0,,
201,1.005,2,0,,
202,1.01,2,0,,
203,1.015,2,0,,
204,1.02,2,0,,
205,1.025,2,0,,
206,1.03,2,0,,
207,1.035,2,0,,
208,1.04,2,0,,
209,1.045,2,1,,
210,1.05,2,1,,
211,1.055,2,1,,
212,1.06,2,1,,
213,1.065,2,1,,
214,1.07,3,1,,
215,1.075,3,1,,
216,1.08,3,1,,
217,1.085,3,1,,
218,1.09,3,1,,
219,1.095,3,1,,
220,1.1,3,1,,
221,1.105,3,1,,
222,1.11,3,1,,
223,1.115,3,1,,
224,1.12,4,1,,
225,1.125,4,1,,
226,1.13,4,1,,
227,1.135,4,1,,
228,1.14,4,1,,
229,1.145,4,2,,
230,1.15,4,2,,
231,1.155,4,2,,
232,1.16,4,2,,
233,1.165,4,2,,
234,1.17,4,2,,
235,1.175,4,2,,
236,1.18,4,2,,
237,1.185,4,2,,
238,1.19,4,2,,
239,1.195,4,2,,
240,1.2,4,2,,
241,1.205,4,2,,
242,1.21,4,2,,
243,1.215,5,2,,
244,1.22,5,2,,
245,1.225,5,2,,
246,1.23,5,2,,
247,1.235,5,2,,
248,1.24,5,2,,
249,1.245,5,2,,
250,1.25,5,2,,
251,1.255,5,2,,
252,1.26,5,2,,
253,1.265,6,2,,
254,1.27,6,2,,
255,1.275,6,2,,
256,1.28,6,3,,
257,1.285,6,3,,
258,1.29,6,3,,
259,1.295,6,3,,
260,1.3,6,3,,
261,1.305,6,3,,
262,1.31,6,3,,
263,1.315,6,3,,
264,1.32,6,3,,
265,1.325,6,3,,
266,1.33,6,3,,
267,1.335,6,3,,
268,1.34,6,3,,
269,1.345,6,3,,
270,1.35,6,3,,
271,1.355,6,3,,
272,1.36,7,4,,
273,1.365,7,4,,
274,1.37,7,4,,
275,1.375,7,4,,
276,1.38,7,4,,
277,1.385,7,4,,
278,1.39,7,4,,
279,1.395,7,4,,
280,1.4,7,4,,
281,1.405,7,4,,
282,1.41,8,4,,
283,1.415,8,4,,
284,1.42,8,4,,
285,1.425,8,4,,
286,1.43,8,4,,
287,1.435,8,4,,
288,1.44,8,4,,
289,1.445,8,4,,
290,1.45,8,4,,
291,1.455,8,4,,
292,1.46,8,4,,
293,1.465,8,4,,
294,1.47,8,4,,
295,1.475,8,4,,
296,1.48,8,4,,
297,1.485,8,4,,
298,1.49,8,4,,
299,1.495,8,4,,
