#,time(s),count A,count B,count C,count D
1,0.005,2,0,,
2,0.01,2,0,,
3,0.015,1,0,,
4,0.02,1,0,,
5,0.025,1,0,,
6,0.03,1,-1,,
7,0.035,1,-1,,
8,0.04,0,-1,,
9,0.045,0,-1,,
10,0.05,0,-1,,
11,0.055,0,-1,,
12,0.06,0,-1,,
13,0.065,0,-1,,
14,0.07,0,-2,,
15,0.075,0,-2,,
16,0.08,0,-2,,
17,0.085,-1,-2,,
18,0.09,-1,-2,,
19,0.095,-1,-2,,
20,0.1,-1,-2,,
21,0.105,-1,-2,,
22,0.11,-2,-2,,
23,0.115,-2,-2,,
24,0.12,-2,-2,,
25,0.125,-2,-2,,
26,0.13,-2,-2,,
27,0.135,-2,-2,,
28,0.14,-2,-3,,
29,0.145,-2,-3,,
30,0.15,-2,-3,,
31,0.155,-2,-3,,
32,0.16,-2,-3,,
33,0.165,-3,-3,,
34,0.17,-3,-3,,
35,0.175,-3,-3,,
36,0.18,-3,-3,,
37,0.185,-3,-4,,
38,0.19,-4,-4,,
39,0.195,-4,-4,,
40,0.2,-4,-4,,
41,0.205,-4,-4,,
42,0.21,-4,-4,,
43,0.215,-4,-4,,
44,0.22,-4,-4,,
45,0.225,-4,-4,,
46,0.23,-4,-4,,
47,0.235,-4,-4,,
48,0.24,-4,-4,,
49,0.245,-4,-4,,
50,0.25,-5,-4,,
51,0.255,-5,-4,,
52,0.26,-5,-4,,
53,0.265,-5,-4,,
54,0.27,-5,-4,,
55,0.275,-5,-5,,
56,0.28,-5,-5,,
57,0.285,-5,-5,,
58,0.29,-6,-5,,
59,0.295,-6,-5,,
60,0.3,-6,-5,,
61,0.305,-6,-5,,
62,0.31,-6,-5,,
63,0.315,-6,-5,,
64,0.32,-6,-5,,
65,0.325,-6,-5,,
66,0.33,-6,-5,,
67,0.335,-6,-5,,
68,0.34,-6,-5,,
69,0.345,-6,-5,,
70,0.35,-6,-5,,
71,0.355,-6,-5,,
72,0.36,-6,-6,,
73,0.365,-6,-6,,
74,0.37,-6,-6,,
75,0.375,-7,-6,,
76,0.38,-7,-6,,
77,0.385,-7,-6,,
78,0.39,-7,-6,,
79,0.395,-7,-6,,
80,0.4,-7,-6,,
81,0.405,-7,-6,,
82,0.41,-7,-6,,
83,0.415,-7,-6,,
84,0.42,-7,-6,,
85,0.425,-7,-6,,
86,0.43,-7,-6,,
87,0.435,-7,-6,,
88,0.44,-8,-6,,
89,0.445,-8,-6,,
90,0.45,-8,-6,,
91,0.455,-8,-6,,
92,0.46,-8,-6,,
93,0.465,-8,-6,,
94,0.47,-8,-6,,
95,0.475,-8,-6,,
96,0.48,-8,-6,,
97,0.485,-8,-6,,
98,0.49,-8,-6,,
99,0.495,-8,-6,,
100,0.5,-8,-6,,
101,0.505,-8,-6,,
102,0.51,-8,-6,,
103,0.515,-8,-6,,
104,0.52,-8,-6,,
105,0.525,-8,-6,,
106,0.53,-8,-6,,
107,0.535,-8,-6,,
108,0.54,-8,-6,,
109,0.545,-8,-6,,
110,0.55,-8,-6,,
111,0.555,-8,-6,,
112,0.56,-8,-6,,
113,0.565,-8,-6,,
114,0.57,-8,-6,,
115,0.575,-8,-6,,
116,0.58,-8,-6,,
117,0.585,-8,-5,,
118,0.59,-8,-5,,
