#,time(s),count A,count B,count C,count D
1,0.005,24,55,,
2,0.01,24,56,,
3,0.015,25,57,,
4,0.02,25,58,,
5,0.025,26,58,,
6,0.03,26,59,,
7,0.035,26,60,,
8,0.04,27,61,,
9,0.045,27,61,,
10,0.05,28,62,,
11,0.055,28,62,,
12,0.06,28,63,,
13,0.065,29,64,,
14,0.07,29,64,,
15,0.075,30,64,,
16,0.08,30,65,,
17,0.085,30,65,,
18,0.09,31,65,,
19,0.095,32,66,,
20,0.1,32,66,,
21,0.105,32,66,,
22,0.11,33,66,,
23,0.115,33,66,,
24,0.12,34,66,,
25,0.125,34,66,,
26,0.13,35,66,,
27,0.135,35,66,,
28,0.14,36,65,,
29,0.145,36,65,,
30,0.15,37,65,,
31,0.155,37,64,,
32,0.16,38,64,,
33,0.165,38,64,,
34,0.17,38,63,,
35,0.175,39,62,,
36,0.18,39,62,,
37,0.185,40,62,,
38,0.19,40,61,,
39,0.195,41,60,,
40,0.2,41,60,,
41,0.205,42,59,,
42,0.21,42,58,,
43,0.215,42,57,,
44,0.22,43,56,,
45,0.225,43,56,,
46,0.23,44,54,,
47,0.235,44,54,,
48,0.24,44,53,,
49,0.245,45,52,,
50,0.25,45,50,,
51,0.255,46,50,,
52,0.26,46,48,,
53,0.265,46,48,,
54,0.27,46,46,,
55,0.275,47,45,,
56,0.28,47,44,,
57,0.285,47,43,,
58,0.29,47,42,,
59,0.295,48,40,,
60,0.3,48,39,,
61,0.305,48,38,,
62,0.31,48,36,,
63,0.315,48,35,,
64,0.32,48,34,,
65,0.325,48,33,,
66,0.33,48,31,,
67,0.335,48,30,,
68,0.34,48,29,,
69,0.345,48,27,,
70,0.35,48,26,,
71,0.355,48,25,,
72,0.36,48,23,,
73,0.365,48,22,,
74,0.37,47,20,,
75,0.375,47,19,,
76,0.38,47,18,,
77,0.385,46,16,,
78,0.39,46,15,,
79,0.395,46,14,,
80,0.4,45,12,,
81,0.405,45,11,,
82,0.41,44,10,,
83,0.415,44,8,,
84,0.42,43,7,,
85,0.425,42,6,,
86,0.43,42,4,,
87,0.435,41,3,,
88,0.44,40,2,,
89,0.445,40,0,,
90,0.45,39,-1,,
91,0.455,38,-2,,
92,0.46,37,-4,,
93,0.465,36,-5,,
94,0.47,36,-6,,
95,0.475,35,-7,,
96,0.48,34,-8,,
97,0.485,33,-10,,
98,0.49,32,-10,,
99,0.495,31,-12,,
100,0.5,30,-13,,
101,0.505,28,-14,,
102,0.51,27,-15,,
103,0.515,26,-16,,
104,0.52,25,-17,,
105,0.525,24,-18,,
106,0.53,22,-19,,
107,0.535,21,-20,,
108,0.54,20,-21,,
109,0.545,18,-22,,
110,0.55,17,-23,,
111,0.555,16,-24,,
112,0.56,14,-25,,
113,0.565,12,-26,,
114,0.57,11,-26,,
115,0.575,10,-27,,
116,0.58,8,-28,,
117,0.585,6,-28,,
118,0.59,5,-29,,
119,0.595,4,-30,,
120,0.6,2,-31,,
121,0.605,0,-32,,
122,0.61,-2,-32,,
123,0.615,-3,-33,,
124,0.62,-4,-33,,
125,0.625,-6,-34,,
126,0.63,-8,-34,,
127,0.635,-10,-35,,
128,0.64,-11,-36,,
129,0.645,-13,-36,,
130,0.65,-14,-36,,
131,0.655,-16,-37,,
132,0.66,-18,-37,,
133,0.665,-20,-38,,
134,0.67,-21,-38,,
135,0.675,-23,-38,,
136,0.68,-24,-39,,
137,0.685,-26,-39,,
138,0.69,-28,-40,,
139,0.695,-29,-40,,
140,0.7,-31,-40,,
141,0.705,-32,-40,,
142,0.71,-34,-41,,
143,0.715,-36,-41,,
144,0.72,-37,-41,,
145,0.725,-38,-42,,
146,0.73,-40,-42,,
147,0.735,-42,-42,,
148,0.74,-43,-42,,
149,0.745,-44,-42,,
150,0.75,-46,-42,,
151,0.755,-47,-42,,
152,0.76,-48,-43,,
153,0.765,-50,-43,,
154,0.77,-51,-43,,
155,0.775,-52,-43,,
156,0.78,-54,-43,,
157,0.785,-55,-43,,
158,0.79,-56,-44,,
159,0.795,-57,-44,,
160,0.8,-58,-44,,
161,0.805,-59,-44,,
162,0.81,-60,-44,,
163,0.815,-61,-44,,
164,0.82,-62,-44,,
165,0.825,-63,-44,,
166,0.83,-64,-44,,
167,0.835,-64,-44,,
168,0.84,-65,-44,,
169,0.845,-66,-44,,
170,0.85,-66,-44,,
171,0.855,-67,-44,,
