#,time(s),count A,count B,count C,count D
1,0.005,-1,0,,
2,0.01,-1,-1,,
3,0.015,0,-1,,
4,0.02,0,-1,,
5,0.025,0,-1,,
6,0.03,1,-2,,
7,0.035,2,-2,,
8,0.04,2,-2,,
9,0.045,2,-2,,
10,0.05,3,-2,,
11,0.055,3,-2,,
12,0.06,4,-3,,
13,0.065,4,-3,,
14,0.07,4,-3,,
15,0.075,5,-3,,
16,0.08,5,-4,,
17,0.085,6,-4,,
18,0.09,6,-4,,
19,0.095,6,-4,,
20,0.1,7,-4,,
21,0.105,7,-4,,
22,0.11,8,-4,,
23,0.115,8,-4,,
24,0.12,8,-4,,
25,0.125,9,-4,,
26,0.13,9,-4,,
27,0.135,10,-4,,
28,0.14,10,-5,,
29,0.145,10,-5,,
30,0.15,10,-5,,
31,0.155,10,-5,,
32,0.16,11,-5,,
33,0.165,11,-5,,
34,0.17,11,-5,,
35,0.175,12,-5,,
36,0.18,12,-5,,
37,0.185,12,-5,,
38,0.19,12,-4,,
39,0.195,12,-4,,
40,0.2,12,-4,,
41,0.205,12,-4,,
42,0.21,12,-4,,
43,0.215,12,-4,,
44,0.22,12,-4,,
45,0.225,12,-4,,
46,0.23,12,-4,,
47,0.235,12,-4,,
48,0.24,12,-4,,
49,0.245,12,-3,,
50,0.25,12,-3,,
51,0.255,12,-3,,
52,0.26,12,-3,,
53,0.265,12,-2,,
54,0.27,11,-2,,
55,0.275,11,-2,,
56,0.28,11,-2,,
57,0.285,10,-2,,
58,0.29,10,-2,,
59,0.295,10,-2,,
60,0.3,10,-1,,
61,0.305,9,-1,,
62,0.31,9,-1,,
63,0.315,8,0,,
64,0.32,8,0,,
65,0.325,8,0,,
66,0.33,8,0,,
67,0.335,7,0,,
68,0.34,7,1,,
69,0.345,6,1,,
70,0.35,6,1,,
71,0.355,6,2,,
72,0.36,5,2,,
73,0.365,4,2,,
74,0.37,4,2,,
75,0.375,4,2,,
76,0.38,3,3,,
77,0.385,3,3,,
78,0.39,2,3,,
79,0.395,2,3,,
80,0.4,1,4,,
81,0.405,1,4,,
82,0.41,0,4,,
83,0.415,0,4,,
84,0.42,0,4,,
85,0.425,-1,4,,
86,0.43,-2,5,,
87,0.435,-2,5,,
88,0.44,-2,5,,
89,0.445,-2,5,,
90,0.45,-3,5,,
91,0.455,-4,6,,
92,0.46,-4,6,,
93,0.465,-4,6,,
94,0.47,-4,6,,
95,0.475,-5,6,,
96,0.48,-5,6,,
97,0.485,-6,6,,
98,0.49,-6,6,,
99,0.495,-6,6,,
100,0.5,-6,6,,
101,0.505,-6,6,,
102,0.51,-6,6,,
103,0.515,-7,6,,
104,0.52,-7,6,,
105,0.525,-7,6,,
106,0.53,-7,6,,
107,0.535,-8,6,,
108,0.54,-8,6,,
109,0.545,-8,6,,
110,0.55,-8,6,,
111,0.555,-8,6,,
112,0.56,-8,6,,
113,0.565,-8,6,,
114,0.57,-8,6,,
115,0.575,-8,6,,
116,0.58,-8,6,,
117,0.585,-8,6,,
118,0.59,-8,5,,
119,0.595,-8,5,,
120,0.6,-8,5,,
121,0.605,-7,5,,
122,0.61,-7,5,,
123,0.615,-7,4,,
124,0.62,-7,4,,
125,0.625,-6,4,,
126,0.63,-6,4,,
127,0.635,-6,4,,
128,0.64,-6,4,,
129,0.645,-6,4,,
130,0.65,-5,3,,
131,0.655,-5,3,,
132,0.66,-4,3,,
133,0.665,-4,2,,
134,0.67,-4,2,,
135,0.675,-4,2,,
136,0.68,-3,2,,
137,0.685,-3,2,,
138,0.69,-2,2,,
139,0.695,-2,1,,
140,0.7,-2,1,,
141,0.705,-1,1,,
142,0.71,-1,0,,
143,0.715,0,0,,
144,0.72,0,0,,
145,0.725,0,0,,
146,0.73,1,0,,
147,0.735,2,0,,
148,0.74,2,-1,,
149,0.745,2,-1,,
150,0.75,3,-1,,
151,0.755,3,-2,,
152,0.76,4,-2,,
153,0.765,4,-2,,
154,0.77,4,-2,,
155,0.775,5,-2,,
156,0.78,5,-2,,
157,0.785,6,-2,,
158,0.79,6,-3,,
159,0.795,6,-3,,
160,0.8,7,-3,,
161,0.805,8,-3,,
162,0.81,8,-3,,
163,0.815,8,-4,,
164,0.82,8,-4,,
165,0.825,9,-4,,
166,0.83,9,-4,,
167,0.835,10,-4,,
168,0.84,10,-4,,
169,0.845,10,-4,,
170,0.85,10,-4,,
171,0.855,10,-4,,
172,0.86,11,-4,,
173,0.865,11,-4,,
174,0.87,11,-4,,
175,0.875,12,-4,,
176,0.88,12,-4,,
177,0.885,12,-4,,
178,0.89,12,-4,,
179,0.895,12,-4,,
180,0.9,12,-4,,
181,0.905,12,-4,,
182,0.91,12,-4,,
183,0.915,12,-4,,
184,0.92,12,-4,,
185,0.925,12,-4,,
186,0.93,12,-4,,
187,0.935,12,-4,,
188,0.94,12,-3,,
189,0.945,12,-3,,
190,0.95,12,-3,,
191,0.955,12,-3,,
192,0.96,12,-3,,
193,0.965,11,-3,,
194,0.97,11,-2,,
195,0.975,11,-2,,
196,0.98,11,-2,,
197,0.985,10,-2,,
198,0.99,10,-2,,
199,0.995,10,-2,,
200,1,10,-2,,
201,1.005,9,-1,,
202,1.01,9,-1,,
203,1.015,8,-1,,
204,1.02,8,-1,,
205,1.025,8,0,,
206,1.03,8,0,,
207,1.035,7,0,,
208,1.04,6,0,,
209,1.045,6,0,,
210,1.05,6,0,,
211,1.055,5,1,,
212,1.06,5,1,,
213,1.065,4,1,,
214,1.07,4,2,,
215,1.075,4,2,,
216,1.08,3,2,,
217,1.085,2,2,,
218,1.09,2,2,,
219,1.095,2,2,,
220,1.1,1,2,,
221,1.105,1,3,,
222,1.11,0,3,,
223,1.115,0,3,,
224,1.12,-1,3,,
225,1.125,-1,4,,
226,1.13,-2,4,,
227,1.135,-2,4,,
228,1.14,-2,4,,
229,1.145,-3,4,,
230,1.15,-3,4,,
231,1.155,-4,4,,
232,1.16,-4,4,,
233,1.165,-4,4,,
234,1.17,-4,4,,
235,1.175,-5,5,,
236,1.18,-5,5,,
237,1.185,-6,5,,
238,1.19,-6,5,,
239,1.195,-6,5,,
240,1.2,-6,5,,
241,1.205,-6,5,,
242,1.21,-6,5,,
243,1.215,-7,5,,
244,1.22,-7,5,,
245,1.225,-7,5,,
246,1.23,-8,5,,
247,1.235,-8,5,,
248,1.24,-8,5,,
249,1.245,-8,5,,
250,1.25,-8,5,,
251,1.255,-8,5,,
252,1.26,-8,5,,
253,1.265,-8,5,,
254,1.27,-8,5,,
255,1.275,-8,4,,
256,1.28,-8,4,,
257,1.285,-8,4,,
258,1.29,-8,4,,
259,1.295,-8,4,,
260,1.3,-8,4,,
261,1.305,-7,4,,
262,1.31,-7,4,,
263,1.315,-7,4,,
264,1.32,-7,4,,
265,1.325,-6,3,,
266,1.33,-6,3,,
267,1.335,-6,3,,
268,1.34,-6,3,,
269,1.345,-6,2,,
270,1.35,-5,2,,
271,1.355,-5,2,,
272,1.36,-4,2,,
273,1.365,-4,2,,
274,1.37,-4,2,,
275,1.375,-4,2,,
276,1.38,-3,1,,
277,1.385,-3,1,,
278,1.39,-2,1,,
279,1.395,-2,1,,
280,1.4,-2,0,,
281,1.405,-1,0,,
282,1.41,-1,0,,
283,1.415,0,0,,
284,1.42,0,0,,
285,1.425,0,0,,
286,1.43,1,0,,
287,1.435,2,-1,,
288,1.44,2,-1,,
289,1.445,2,-1,,
290,1.45,3,-1,,
291,1.455,3,-2,,
292,1.46,4,-2,,
293,1.465,4,-2,,
294,1.47,4,-2,,
295,1.475,5,-2,,
296,1.48,6,-2,,
297,1.485,6,-2,,
298,1.49,6,-2,,
299,1.495,6,-2,,
300,1.5,7,-3,,
