#,time(s),count A,count B,count C,count D
264,1.32,40,38,,
265,1.325,41,38,,
266,1.33,42,37,,
267,1.335,42,37,,
268,1.34,43,36,,
269,1.345,44,36,,
270,1.35,45,36,,
271,1.355,46,35,,
272,1.36,46,35,,
273,1.365,47,34,,
274,1.37,48,34,,
275,1.375,48,34,,
276,1.38,49,33,,
277,1.385,50,32,,
278,1.39,50,32,,
279,1.395,51,31,,
280,1.4,51,31,,
281,1.405,52,30,,
282,1.41,52,30,,
283,1.415,53,29,,
284,1.42,53,29,,
285,1.425,54,28,,
286,1.43,54,28,,
287,1.435,54,27,,
288,1.44,54,26,,
289,1.445,55,26,,
290,1.45,55,25,,
291,1.455,55,24,,
292,1.46,55,24,,
293,1.465,55,24,,
294,1.47,56,23,,
295,1.475,56,22,,
296,1.48,56,22,,
297,1.485,56,21,,
298,1.49,55,20,,
299,1.495,55,20,,
300,1.5,55,19,,
301,1.505,55,19,,
302,1.51,54,18,,
303,1.515,54,18,,
304,1.52,54,17,,
305,1.525,54,16,,
306,1.53,53,16,,
307,1.535,53,16,,
308,1.54,52,15,,
309,1.545,52,14,,
310,1.55,51,14,,
311,1.555,50,13,,
312,1.56,50,13,,
313,1.565,49,12,,
314,1.57,48,12,,
315,1.575,48,11,,
316,1.58,47,11,,
317,1.585,46,10,,
318,1.59,46,10,,
319,1.595,44,9,,
320,1.6,44,9,,
321,1.605,43,8,,
322,1.61,42,8,,
323,1.615,41,8,,
324,1.62,40,7,,
325,1.625,38,7,,
326,1.63,38,6,,
327,1.635,36,6,,
328,1.64,35,6,,
329,1.645,34,5,,
330,1.65,33,5,,
331,1.655,32,4,,
332,1.66,30,4,,
333,1.665,29,4,,
334,1.67,28,3,,
335,1.675,26,3,,
336,1.68,25,2,,
337,1.685,24,2,,
338,1.69,22,2,,
339,1.695,21,1,,
340,1.7,20,1,,
341,1.705,18,0,,
342,1.71,17,0,,
343,1.715,16,0,,
344,1.72,14,-1,,
345,1.725,12,-1,,
346,1.73,11,-2,,
347,1.735,10,-2,,
348,1.74,8,-2,,
349,1.745,7,-2,,
350,1.75,6,-3,,
351,1.755,4,-3,,
352,1.76,2,-4,,
353,1.765,1,-4,,
354,1.77,0,-4,,
355,1.775,-2,-5,,
356,1.78,-3,-5,,
357,1.785,-5,-6,,
358,1.79,-6,-6,,
359,1.795,-8,-6,,
360,1.8,-9,-7,,
361,1.805,-10,-7,,
362,1.81,-12,-8,,
363,1.815,-13,-8,,
364,1.82,-14,-8,,
365,1.825,-16,-9,,
366,1.83,-17,-9,,
367,1.835,-18,-10,,
368,1.84,-20,-10,,
369,1.845,-21,-11,,
370,1.85,-22,-11,,
371,1.855,-24,-12,,
372,1.86,-24,-12,,
373,1.865,-26,-13,,
374,1.87,-27,-13,,
375,1.875,-28,-14,,
376,1.88,-29,-14,,
377,1.885,-30,-15,,
378,1.89,-31,-16,,
379,1.895,-32,-16,,
380,1.9,-33,-16,,
381,1.905,-34,-17,,
382,1.91,-35,-18,,
383,1.915,-36,-18,,
384,1.92,-36,-19,,
385,1.925,-37,-20,,
386,1.93,-38,-20,,
387,1.935,-39,-21,,
388,1.94,-40,-21,,
389,1.945,-40,-22,,
390,1.95,-40,-22,,
391,1.955,-41,-23,,
392,1.96,-42,-24,,
393,1.965,-42,-24,,
394,1.97,-42,-25,,
395,1.975,-43,-26,,
396,1.98,-44,-26,,
397,1.985,-44,-27,,
398,1.99,-44,-28,,
399,1.995,-44,-28,,
400,2,-44,-29,,
401,2.005,-45,-30,,
402,2.01,-45,-30,,
403,2.015,-45,-31,,
404,2.02,-45,-32,,
405,2.025,-45,-32,,
406,2.03,-45,-33,,
407,2.035,-45,-34,,
408,2.04,-45,-34,,
409,2.045,-45,-35,,
410,2.05,-45,-35,,
411,2.055,-45,-36,,
412,2.06,-44,-36,,
413,2.065,-44,-37,,
414,2.07,-44,-38,,
415,2.075,-44,-38,,
416,2.08,-43,-39,,
417,2.085,-43,-39,,
418,2.09,-42,-40,,
419,2.095,-42,-40,,
420,2.1,-42,-41,,
421,2.105,-41,-42,,
422,2.11,-41,-42,,
423,2.115,-40,-42,,
424,2.12,-40,-43,,
425,2.125,-39,-43,,
426,2.13,-38,-44,,
427,2.135,-38,-44,,
428,2.14,-37,-44,,
429,2.145,-36,-45,,
430,2.15,-36,-45,,
431,2.155,-35,-45,,
432,2.16,-34,-46,,
433,2.165,-34,-46,,
434,2.17,-33,-46,,
435,2.175,-32,-46,,
436,2.18,-31,-46,,
437,2.185,-30,-46,,
438,2.19,-30,-47,,
439,2.195,-29,-47,,
440,2.2,-28,-47,,
441,2.205,-27,-47,,
442,2.21,-26,-47,,
443,2.215,-25,-47,,
444,2.22,-24,-47,,
445,2.225,-24,-47,,
446,2.23,-22,-46,,
447,2.235,-22,-46,,
448,2.24,-21,-46,,
449,2.245,-20,-46,,
450,2.25,-19,-46,,
451,2.255,-18,-46,,
452,2.26,-17,-45,,
453,2.265,-16,-45,,
454,2.27,-15,-44,,
455,2.275,-14,-44,,
456,2.28,-14,-44,,
457,2.285,-12,-43,,
458,2.29,-12,-42,,
459,2.295,-11,-42,,
460,2.3,-10,-42,,
461,2.305,-9,-41,,
462,2.31,-8,-40,,
463,2.315,-8,-40,,
464,2.32,-6,-39,,
465,2.325,-6,-38,,
466,2.33,-5,-37,,
467,2.335,-4,-36,,
468,2.34,-3,-36,,
469,2.345,-2,-35,,
470,2.35,-2,-34,,
471,2.355,-1,-33,,
