#,time(s),count A,count B,count C,count D
1,0.005,-9,10,,
2,0.01,-8,10,,
3,0.015,-7,8,,
4,0.02,-6,8,,
5,0.025,-5,6,,
6,0.03,-4,5,,
7,0.035,-3,4,,
8,0.04,-2,3,,
9,0.045,-1,2,,
10,0.05,0,1,,
11,0.055,2,0,,
12,0.06,3,-1,,
13,0.065,4,-2,,
14,0.07,5,-4,,
15,0.075,6,-4,,
16,0.08,7,-6,,
17,0.085,8,-7,,
18,0.09,10,-8,,
19,0.095,11,-9,,
20,0.1,12,-10,,
21,0.105,13,-11,,
22,0.11,14,-12,,
23,0.115,15,-13,,
24,0.12,16,-14,,
25,0.125,17,-15,,
26,0.13,18,-16,,
27,0.135,20,-17,,
28,0.14,20,-18,,
29,0.145,22,-18,,
30,0.15,22,-20,,
31,0.155,23,-20,,
32,0.16,24,-21,,
33,0.165,25,-22,,
34,0.17,26,-22,,
35,0.175,27,-23,,
36,0.18,28,-24,,
37,0.185,28,-24,,
38,0.19,29,-25,,
39,0.195,30,-26,,
40,0.2,30,-26,,
41,0.205,31,-27,,
42,0.21,32,-27,,
43,0.215,32,-28,,
44,0.22,32,-28,,
45,0.225,33,-28,,
46,0.23,34,-28,,
47,0.235,34,-29,,
48,0.24,34,-29,,
49,0.245,34,-29,,
50,0.25,35,-29,,
51,0.255,35,-29,,
52,0.26,35,-29,,
53,0.265,35,-29,,
54,0.27,35,-29,,
55,0.275,35,-29,,
56,0.28,35,-29,,
57,0.285,35,-29,,
58,0.29,35,-28,,
59,0.295,35,-28,,
60,0.3,35,-28,,
61,0.305,34,-28,,
62,0.31,34,-27,,
63,0.315,34,-27,,
64,0.32,34,-26,,
65,0.325,33,-26,,
66,0.33,33,-25,,
67,0.335,32,-25,,
68,0.34,32,-24,,
69,0.345,31,-24,,
70,0.35,30,-23,,
71,0.355,30,-22,,
72,0.36,29,-21,,
73,0.365,28,-20,,
74,0.37,28,-20,,
75,0.375,27,-19,,
76,0.38,26,-18,,
77,0.385,25,-17,,
78,0.39,24,-16,,
79,0.395,23,-16,,
80,0.4,22,-14,,
81,0.405,22,-14,,
82,0.41,20,-12,,
83,0.415,20,-12,,
84,0.42,18,-10,,
85,0.425,17,-10,,
86,0.43,16,-8,,
87,0.435,15,-8,,
88,0.44,14,-6,,
89,0.445,13,-5,,
90,0.45,12,-4,,
91,0.455,10,-3,,
92,0.46,10,-2,,
93,0.465,8,-1,,
94,0.47,7,0,,
95,0.475,6,1,,
96,0.48,5,2,,
97,0.485,4,3,,
98,0.49,2,4,,
99,0.495,1,5,,
100,0.5,0,6,,
101,0.505,-1,7,,
102,0.51,-2,8,,
103,0.515,-4,9,,
104,0.52,-4,10,,
105,0.525,-6,11,,
106,0.53,-7,12,,
