#,time(s),count A,count B,count C,count D
1,0.005,-13,-5,,
2,0.01,-15,-6,,
3,0.015,-18,-6,,
4,0.02,-20,-6,,
5,0.025,-22,-7,,
6,0.03,-24,-8,,
7,0.035,-26,-8,,
8,0.04,-28,-9,,
9,0.045,-30,-10,,
10,0.05,-32,-10,,
11,0.055,-33,-11,,
12,0.06,-35,-12,,
13,0.065,-37,-12,,
14,0.07,-39,-13,,
15,0.075,-40,-14,,
16,0.08,-42,-14,,
17,0.085,-44,-15,,
18,0.09,-46,-16,,
19,0.095,-47,-16,,
20,0.1,-49,-17,,
21,0.105,-50,-18,,
22,0.11,-52,-19,,
23,0.115,-53,-20,,
24,0.12,-55,-20,,
25,0.125,-56,-21,,
26,0.13,-57,-22,,
27,0.135,-58,-23,,
28,0.14,-60,-24,,
29,0.145,-61,-25,,
30,0.15,-62,-26,,
31,0.155,-63,-26,,
32,0.16,-64,-28,,
33,0.165,-65,-28,,
34,0.17,-66,-29,,
35,0.175,-66,-30,,
36,0.18,-67,-31,,
37,0.185,-68,-32,,
38,0.19,-68,-33,,
39,0.195,-69,-34,,
40,0.2,-70,-35,,
41,0.205,-70,-36,,
42,0.21,-70,-37,,
43,0.215,-71,-38,,
44,0.22,-71,-39,,
45,0.225,-72,-40,,
46,0.23,-72,-41,,
47,0.235,-72,-42,,
48,0.24,-72,-43,,
49,0.245,-72,-44,,
50,0.25,-72,-45,,
51,0.255,-72,-46,,
52,0.26,-72,-47,,
53,0.265,-72,-48,,
54,0.27,-71,-48,,
55,0.275,-71,-50,,
56,0.28,-70,-50,,
57,0.285,-70,-52,,
58,0.29,-70,-52,,
59,0.295,-69,-53,,
60,0.3,-69,-54,,
61,0.305,-68,-55,,
62,0.31,-68,-56,,
63,0.315,-67,-57,,
64,0.32,-66,-58,,
65,0.325,-66,-58,,
66,0.33,-64,-59,,
67,0.335,-64,-60,,
68,0.34,-63,-60,,
69,0.345,-62,-61,,
70,0.35,-61,-62,,
71,0.355,-60,-63,,
72,0.36,-59,-63,,
73,0.365,-58,-64,,
74,0.37,-57,-64,,
75,0.375,-56,-65,,
76,0.38,-55,-66,,
77,0.385,-54,-66,,
78,0.39,-53,-66,,
79,0.395,-52,-67,,
80,0.4,-50,-67,,
81,0.405,-49,-68,,
